,Canal,SubCanal,Grupo 1 ,Grupo 2,Afiliação,VL Receita Total,Receita Net MDR,Receita de antecipação de recebiveis,Outras Receitas,Custo de Net MDR,Custo de antecipação de recebiveis,Custo de Outras Receitas,custo_total,lucro Net MDR,lucro antecipação de recebiveis,lucro outras receitas,lucro total,margem Net MDR,margem antecipação de recebiveis,margem Outras Receitas,margem total
9437,DIGITAL,SubCanal 2,Grupo C,LUCCA ZADRA,5e1381ab8e158b0d6cfc4c16,38,10,0,28,7,0,14,21,3,0,14,17,0.3,,0.5,0.4473684210526316
9439,DIGITAL,SubCanal 2,Grupo D,DEBORA,5e13872ed9d52a271763be7a,16,0,0,16,0,0,8,8,0,0,8,8,,,0.5,0.5
9440,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e138f7e5e364024155a6d67,94,89,0,5,62,0,2,64,27,0,3,30,0.30337078651685395,,0.6,0.3191489361702128
9441,DIGITAL,SubCanal 2,Grupo D,NEIVA,5e13cfed598ed6433a6bfcf0,35,28,0,7,20,0,4,24,8,0,3,11,0.2857142857142857,,0.42857142857142855,0.3142857142857143
9442,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e13dd3551994b2712d87358,274,22,0,252,15,0,126,141,7,0,126,133,0.3181818181818182,,0.5,0.4854014598540146
9443,DIGITAL,SubCanal 2,Grupo D,JULIA,5e13fe6dd359c30d67db6755,201,194,0,7,135,0,4,139,59,0,3,62,0.30412371134020616,,0.42857142857142855,0.30845771144278605
9444,DIGITAL,SubCanal 2,Grupo C,LUCCA ZADRA,5e1471f54331ba63bb6a4356,18,9,0,9,6,0,4,10,3,0,5,8,0.3333333333333333,,0.5555555555555556,0.4444444444444444
9445,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1486a3d359c30d67db6842,116,39,0,77,27,0,38,65,12,0,39,51,0.3076923076923077,,0.5064935064935064,0.4396551724137931
9446,DIGITAL,SubCanal 2,Grupo C,ANDREI,5e148e62db982354ed9b3ba7,37,6,0,31,4,0,15,19,2,0,16,18,0.3333333333333333,,0.5161290322580645,0.4864864864864865
9447,DIGITAL,SubCanal 2,Grupo C,LUIS DROGHETTI,5e1496f61f0bf957423ab55b,38,21,0,17,15,0,9,24,6,0,8,14,0.2857142857142857,,0.47058823529411764,0.3684210526315789
9448,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e14992bd359c30d67db68ba,72,35,0,37,25,0,19,44,10,0,18,28,0.2857142857142857,,0.4864864864864865,0.3888888888888889
9449,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e14a8662d3a42241a25eb6c,34,0,0,34,0,0,17,17,0,0,17,17,,,0.5,0.5
9450,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e14ac4c6204025f8ec345a3,98,89,0,9,62,0,4,66,27,0,5,32,0.30337078651685395,,0.5555555555555556,0.32653061224489793
9451,DIGITAL,SubCanal 2,Grupo C,WANESSA,5e14b9fae53940041eeaa583,163,160,0,3,112,0,1,113,48,0,2,50,0.3,,0.6666666666666666,0.3067484662576687
9452,DIGITAL,SubCanal 2,Grupo B,BASE,5e14c3ff5622d6611cb3db1a,2,0,2,0,0,1,0,1,0,1,0,1,,0.5,,0.5
9453,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e14c4a8e690433386c7074e,122,107,0,15,75,0,7,82,32,0,8,40,0.29906542056074764,,0.5333333333333333,0.32786885245901637
9454,DIGITAL,SubCanal 2,Grupo D,JULIA,5e14c55be690433386c70763,122,52,0,70,36,0,35,71,16,0,35,51,0.3076923076923077,,0.5,0.4180327868852459
9455,DIGITAL,SubCanal 2,Grupo C,BABI,5e14d7c946cd0204196cd674,858,216,576,66,151,202,33,386,65,374,33,472,0.30092592592592593,0.6493055555555556,0.5,0.5501165501165501
9457,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e152cc6e53940041eeaa74f,531,126,271,134,88,95,67,250,38,176,67,281,0.30158730158730157,0.6494464944649446,0.5,0.5291902071563088
9458,DIGITAL,SubCanal 2,Grupo C,WANESSA,5e15e3dec3a774338196fac8,1,0,0,1,0,0,1,1,0,0,0,0,,,0.0,0.0
9459,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e15ff56b15d5e2f0e193341,28,0,0,28,0,0,14,14,0,0,14,14,,,0.5,0.5
9460,DIGITAL,SubCanal 2,Grupo C,BABI,5e1620293f840a611766fcb6,10,3,6,1,2,2,0,4,1,4,1,6,0.3333333333333333,0.6666666666666666,1.0,0.6
9461,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e16234e573af22f136f4c45,12,8,0,4,5,0,2,7,3,0,2,5,0.375,,0.5,0.4166666666666667
9462,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1627c0c3a774338196fc5f,14,0,0,14,0,0,7,7,0,0,7,7,,,0.5,0.5
9463,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e163336e53940041eeaaa59,11,11,0,0,8,0,0,8,3,0,0,3,0.2727272727272727,,,0.2727272727272727
9464,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1636edc694e03fe383d801,30,0,0,30,0,0,15,15,0,0,15,15,,,0.5,0.5
9465,DIGITAL,SubCanal 2,Grupo C,PEDRO2,5e163d2bb8b8063034e47291,849,81,747,21,57,262,11,330,24,485,10,519,0.2962962962962963,0.6492637215528781,0.47619047619047616,0.6113074204946997
9466,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e168b3fc3a774338196fd6c,27,2,0,25,1,0,13,14,1,0,12,13,0.5,,0.48,0.48148148148148145
9468,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1729b4e690433386c70d73,109,45,0,64,32,0,32,64,13,0,32,45,0.28888888888888886,,0.5,0.41284403669724773
9469,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e173714e53940041eeaac36,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9470,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1748cb5f2b153fded6d0ff,4,4,0,0,3,0,0,3,1,0,0,1,0.25,,,0.25
9471,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1750d6e53940041eeaaca2,30,16,0,14,11,0,7,18,5,0,7,12,0.3125,,0.5,0.4
9474,DIGITAL,SubCanal 2,Grupo D,JULIA,5e17669adf0c3d4919ef06ce,45,10,34,1,7,12,1,20,3,22,0,25,0.3,0.6470588235294118,0.0,0.5555555555555556
9475,DIGITAL,SubCanal 2,Grupo C,LUCCA ZADRA,5e1767ce82496b7184a9aff0,307,107,8,192,75,3,96,174,32,5,96,133,0.29906542056074764,0.625,0.5,0.43322475570032576
9476,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e176902d98e1513255f6898,105,89,0,16,62,0,8,70,27,0,8,35,0.30337078651685395,,0.5,0.3333333333333333
9478,DIGITAL,SubCanal 2,Grupo C,PRI,5e176df995974116d484b571,464,312,0,152,218,0,76,294,94,0,76,170,0.30128205128205127,,0.5,0.36637931034482757
9479,DIGITAL,SubCanal 2,Grupo C,BABI,5e176ede46de3c6ef6f2a06a,308,154,0,154,108,0,77,185,46,0,77,123,0.2987012987012987,,0.5,0.39935064935064934
9481,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e17713a326dfd04c3784acd,48,43,0,5,30,0,2,32,13,0,3,16,0.3023255813953488,,0.6,0.3333333333333333
9483,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1772b376be40345e04d548,8,0,0,8,0,0,4,4,0,0,4,4,,,0.5,0.5
9485,DIGITAL,SubCanal 2,Grupo C,PEDRO2,5e17780246de3c6ef6f2a0ad,209,2,198,9,2,69,4,75,0,129,5,134,0.0,0.6515151515151515,0.5555555555555556,0.6411483253588517
9487,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1791c976be40345e04d5fe,7,0,0,7,0,0,4,4,0,0,3,3,,,0.42857142857142855,0.42857142857142855
9488,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e17a1ba82496b7184a9b11c,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
9489,DIGITAL,SubCanal 2,Grupo C,BABI,5e17a66946de3c6ef6f2a163,77,52,0,25,37,0,12,49,15,0,13,28,0.28846153846153844,,0.52,0.36363636363636365
9490,DIGITAL,SubCanal 2,Grupo C,BABI,5e17a6f182496b7184a9b12a,1028,338,446,244,237,156,122,515,101,290,122,513,0.2988165680473373,0.6502242152466368,0.5,0.4990272373540856
9491,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e17bf36156bcc5643c77297,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
9492,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e17d00d46de3c6ef6f2a19c,20,0,0,20,0,0,10,10,0,0,10,10,,,0.5,0.5
9493,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e17e224326dfd04c3784c08,3,1,0,2,0,0,1,1,1,0,1,2,1.0,,0.5,0.6666666666666666
9495,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e186a6739f05a4914d4ff99,3,2,0,1,1,0,0,1,1,0,1,2,0.5,,1.0,0.6666666666666666
9496,DIGITAL,SubCanal 2,Grupo D,DEBORA,5e186f8dbb3c795648b6a3fe,34,28,0,6,20,0,3,23,8,0,3,11,0.2857142857142857,,0.5,0.3235294117647059
9497,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e18781ddf0c3d4919ef0905,45,0,0,45,0,0,23,23,0,0,22,22,,,0.4888888888888889,0.4888888888888889
9499,DIGITAL,SubCanal 2,Grupo C,PRI,5e1883eb81bf8634638f7a02,88,64,0,24,44,0,12,56,20,0,12,32,0.3125,,0.5,0.36363636363636365
9500,DIGITAL,SubCanal 2,Grupo C,LUCCA ZADRA,5e18aa94326dfd04c3784ded,244,107,16,121,75,6,61,142,32,10,60,102,0.29906542056074764,0.625,0.49586776859504134,0.4180327868852459
9501,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e18bd15156bcc5643c7751d,16,15,0,1,11,0,1,12,4,0,0,4,0.26666666666666666,,0.0,0.25
9502,DIGITAL,SubCanal 2,Grupo C,ANDREI,5e18c484df0c3d4919ef0acc,1091,119,0,972,83,0,486,569,36,0,486,522,0.3025210084033613,,0.5,0.4784601283226398
9503,DIGITAL,SubCanal 2,Grupo D,DEBORA,5e18c62b81bf8634638f7b5e,20,11,0,9,8,0,4,12,3,0,5,8,0.2727272727272727,,0.5555555555555556,0.4
9504,DIGITAL,SubCanal 2,Grupo C,WANESSA,5e18caf3156bcc5643c7756d,1082,0,0,1082,0,0,541,541,0,0,541,541,,,0.5,0.5
9505,DIGITAL,SubCanal 2,Grupo C,LUCCA ZADRA,5e18cc0552333d1320b75031,401,107,255,39,75,89,20,184,32,166,19,217,0.29906542056074764,0.6509803921568628,0.48717948717948717,0.5411471321695761
9506,DIGITAL,SubCanal 2,Grupo C,WANESSA,5e18cf1e82496b7184a9b408,100,17,49,34,12,17,17,46,5,32,17,54,0.29411764705882354,0.6530612244897959,0.5,0.54
9507,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e18d1a381bf8634638f7b9e,149,125,0,24,87,0,12,99,38,0,12,50,0.304,,0.5,0.33557046979865773
9510,DIGITAL,SubCanal 2,Grupo C,LUIS DROGHETTI,5e1903bb7268a016d9e70e5c,882,64,491,327,45,172,164,381,19,319,163,501,0.296875,0.6496945010183299,0.4984709480122324,0.5680272108843537
9511,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e191b1352333d1320b750ff,17,14,0,3,10,0,1,11,4,0,2,6,0.2857142857142857,,0.6666666666666666,0.35294117647058826
9512,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e19295d156bcc5643c77646,319,9,0,310,6,0,155,161,3,0,155,158,0.3333333333333333,,0.5,0.4952978056426332
9513,DIGITAL,SubCanal 2,Grupo C,FELIPA,5e1b36ed76be40345e04dad0,26,24,0,2,17,0,1,18,7,0,1,8,0.2916666666666667,,0.5,0.3076923076923077
9514,DIGITAL,SubCanal 2,Grupo C,FELIPA,5e1b3e795a77c871890e6c0f,22,20,0,2,14,0,1,15,6,0,1,7,0.3,,0.5,0.3181818181818182
9516,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1bf0c339f05a4914d50402,84,84,0,0,59,0,0,59,25,0,0,25,0.2976190476190476,,,0.2976190476190476
9517,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1c7d2c76be40345e04dc76,427,342,0,85,240,0,43,283,102,0,42,144,0.2982456140350877,,0.49411764705882355,0.3372365339578454
9518,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1c914cd98e1513255f701d,3,2,0,1,1,0,1,2,1,0,0,1,0.5,,0.0,0.3333333333333333
9519,DIGITAL,SubCanal 2,Grupo B,BASE,5e1c9a935a77c871890e6e69,276,88,0,188,61,0,94,155,27,0,94,121,0.3068181818181818,,0.5,0.4384057971014493
9520,DIGITAL,SubCanal 2,Grupo C,WANESSA,5e1c9fded98e1513255f708f,28,16,0,12,11,0,6,17,5,0,6,11,0.3125,,0.5,0.39285714285714285
9521,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1cbc720ff6ad04c87dd757,1,0,0,1,0,0,1,1,0,0,0,0,,,0.0,0.0
9522,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1cbfab7268a016d9e71309,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
9523,DIGITAL,SubCanal 2,Grupo D,NEIVA,5e1cc835156bcc5643c77a8e,1,0,0,1,0,0,1,1,0,0,0,0,,,0.0,0.0
9524,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1cc89452333d1320b754fe,33,23,0,10,16,0,5,21,7,0,5,12,0.30434782608695654,,0.5,0.36363636363636365
9525,DIGITAL,SubCanal 2,Grupo C,PRI,5e1cd01ddf0c3d4919ef0fed,453,132,234,87,92,82,44,218,40,152,43,235,0.30303030303030304,0.6495726495726496,0.4942528735632184,0.5187637969094923
9526,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1cd0dc52333d1320b75534,22,3,0,19,2,0,9,11,1,0,10,11,0.3333333333333333,,0.5263157894736842,0.5
9527,DIGITAL,SubCanal 2,Grupo D,DEBORA,5e1cd55c95974116d484bef6,116,112,0,4,78,0,2,80,34,0,2,36,0.30357142857142855,,0.5,0.3103448275862069
9528,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1ce2da76be40345e04dead,35,33,0,2,23,0,1,24,10,0,1,11,0.30303030303030304,,0.5,0.3142857142857143
9529,DIGITAL,SubCanal 2,Grupo C,BABI,5e1d4152bb3c795648b6ac2e,176,64,54,58,45,19,29,93,19,35,29,83,0.296875,0.6481481481481481,0.5,0.4715909090909091
9530,DIGITAL,SubCanal 2,Grupo C,BRUNA,5e1dac14c8a75c498f7b78c7,644,344,0,300,241,0,150,391,103,0,150,253,0.29941860465116277,,0.5,0.39285714285714285
9533,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1dce2a9e3987562fd7889c,3,0,0,3,0,0,2,2,0,0,1,1,,,0.3333333333333333,0.3333333333333333
9534,DIGITAL,SubCanal 2,Grupo C,BABI,5e1dd6de4937b110395b3252,49,4,25,20,3,9,10,22,1,16,10,27,0.25,0.64,0.5,0.5510204081632653
9535,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1dddc2080c2d5634bb1d00,224,102,0,122,71,0,61,132,31,0,61,92,0.30392156862745096,,0.5,0.4107142857142857
9536,DIGITAL,SubCanal 2,Grupo C,LUCCA ZADRA,5e1de5116794bd72e8d36761,13,8,1,4,6,0,2,8,2,1,2,5,0.25,1.0,0.5,0.38461538461538464
9537,DIGITAL,SubCanal 2,Grupo C,KAIO,5e1df9d28e85ea503d83171d,55,36,0,19,25,0,10,35,11,0,9,20,0.3055555555555556,,0.47368421052631576,0.36363636363636365
9538,DIGITAL,SubCanal 2,Grupo D,JULIA,5e1e07339e3987562fd789f7,34,33,0,1,23,0,0,23,10,0,1,11,0.30303030303030304,,1.0,0.3235294117647059
9539,DIGITAL,SubCanal 2,Grupo C,PEDRO2,5e1e244036655a23d5c12cb4,583,66,469,48,46,164,24,234,20,305,24,349,0.30303030303030304,0.650319829424307,0.5,0.5986277873070326
9540,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1e2e8129af1172e3bc0414,321,112,54,155,79,19,77,175,33,35,78,146,0.29464285714285715,0.6481481481481481,0.5032258064516129,0.45482866043613707
9541,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1e38c6c9670c23d030d125,5,3,0,2,2,0,1,3,1,0,1,2,0.3333333333333333,,0.5,0.4
9542,DIGITAL,SubCanal 2,Grupo D,NEIVA,5e1e48ce0ae0f12f4eaba2ea,37,27,0,10,19,0,5,24,8,0,5,13,0.2962962962962963,,0.5,0.35135135135135137
9546,DIGITAL,SubCanal 2,Grupo D,NEIVA,5e1f17da1531a81a15c06e93,22,14,0,8,10,0,4,14,4,0,4,8,0.2857142857142857,,0.5,0.36363636363636365
9547,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1f19a687a1d95a8f2214eb,136,53,0,83,37,0,42,79,16,0,41,57,0.3018867924528302,,0.4939759036144578,0.41911764705882354
9548,DIGITAL,SubCanal 2,Grupo D,NEIVA,5e1f44baf05dc71908aa273b,3,2,0,1,1,0,1,2,1,0,0,1,0.5,,0.0,0.3333333333333333
9549,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1f46f5ffbe4a1a1abb8b9d,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
9550,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1f4f97b0429a21989880f1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9551,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1f61b8ea223f5a8a558654,2,1,0,1,1,0,1,2,0,0,0,0,0.0,,0.0,0.0
9553,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1f645b7bf36e4c18eb791c,398,389,0,9,272,0,5,277,117,0,4,121,0.30077120822622105,,0.4444444444444444,0.30402010050251255
9554,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e1f658affbe4a1a1abb8c7d,34,9,0,25,6,0,13,19,3,0,12,15,0.3333333333333333,,0.48,0.4411764705882353
9555,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5e1f874b8fd7f67dfdb7c91d,178,76,0,102,53,0,51,104,23,0,51,74,0.3026315789473684,,0.5,0.4157303370786517
9556,DIGITAL,SubCanal 2,Grupo D,NEIVA,5e205e96b7e0390fd814748a,29,9,0,20,6,0,10,16,3,0,10,13,0.3333333333333333,,0.5,0.4482758620689655
9557,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e205ef0b7e0390fd8147491,8,2,0,6,1,0,3,4,1,0,3,4,0.5,,0.5,0.5
9559,DIGITAL,SubCanal 2,Grupo D,DEBORA,5e205fc21531a81a15c071d2,12,11,0,1,8,0,0,8,3,0,1,4,0.2727272727272727,,1.0,0.3333333333333333
9560,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e2061b3ea223f5a8a558809,33,7,0,26,5,0,13,18,2,0,13,15,0.2857142857142857,,0.5,0.45454545454545453
9562,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e2066618fd7f67dfdb7ca7d,293,160,0,133,112,0,67,179,48,0,66,114,0.3,,0.49624060150375937,0.3890784982935154
9563,DIGITAL,SubCanal 2,Grupo D,NEIVA,5e20667a069a994aa28c1500,2,0,0,2,0,0,1,1,0,0,1,1,,,0.5,0.5
9564,DIGITAL,SubCanal 2,Grupo C,LUIS DROGHETTI,5e206bddb0429a2198988372,29,22,0,7,16,0,4,20,6,0,3,9,0.2727272727272727,,0.42857142857142855,0.3103448275862069
9565,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e206f8055f7717f62a6dbc7,1,0,0,1,0,0,1,1,0,0,0,0,,,0.0,0.0
9567,DIGITAL,SubCanal 2,Grupo C,PEDRO2,5e2079239954184c1d6f4994,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9568,DIGITAL,SubCanal 2,Grupo C,LUCCA ZADRA,5e20a2778a81237f5d9317cb,606,594,0,12,416,0,6,422,178,0,6,184,0.2996632996632997,,0.5,0.30363036303630364
9569,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e20a3a055f7717f62a6dccb,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
9570,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e20a3bc7bf36e4c18eb7c2b,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9571,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e20ad9e8a81237f5d931812,6,5,0,1,4,0,1,5,1,0,0,1,0.2,,0.0,0.16666666666666666
9573,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e20b4a83daa474aa727a536,48,48,0,0,34,0,0,34,14,0,0,14,0.2916666666666667,,,0.2916666666666667
9574,DIGITAL,SubCanal 2,Grupo D,NEIVA,5e20bf8c7bf36e4c18eb7cd2,35,13,0,22,9,0,11,20,4,0,11,15,0.3076923076923077,,0.5,0.42857142857142855
9575,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e20c5d855f7717f62a6dd90,19,0,0,19,0,0,9,9,0,0,10,10,,,0.5263157894736842,0.5263157894736842
9576,DIGITAL,SubCanal 2,Grupo D,DEBORA,5e20cd23ffbe4a1a1abb9073,266,0,259,7,0,90,4,94,0,169,3,172,,0.6525096525096525,0.42857142857142855,0.6466165413533834
9578,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e20dee53daa474aa727a5f2,4,0,0,4,0,0,2,2,0,0,2,2,,,0.5,0.5
9579,DIGITAL,SubCanal 2,Grupo C,WANESSA,5e21182c7bf36e4c18eb7d5f,42,19,0,23,13,0,11,24,6,0,12,18,0.3157894736842105,,0.5217391304347826,0.42857142857142855
9580,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e21a294f87b060fdd1ce4b9,64,43,0,21,30,0,10,40,13,0,11,24,0.3023255813953488,,0.5238095238095238,0.375
9581,DIGITAL,SubCanal 2,Grupo C,PEDRO2,5e21af4991d776219d5bb31b,44,29,6,9,20,2,5,27,9,4,4,17,0.3103448275862069,0.6666666666666666,0.4444444444444444,0.38636363636363635
9582,DIGITAL,SubCanal 2,Grupo C,PEDRO2,5e21c4bd91d776219d5bb3a1,222,217,0,5,152,0,3,155,65,0,2,67,0.2995391705069124,,0.4,0.30180180180180183
9583,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e21c8ab87a1d95a8f221c83,89,82,0,7,57,0,3,60,25,0,4,29,0.3048780487804878,,0.5714285714285714,0.3258426966292135
9584,DIGITAL,SubCanal 2,Grupo C,PEDRO2,5e21e258ffbe4a1a1abb92b7,305,43,191,71,30,67,36,133,13,124,35,172,0.3023255813953488,0.6492146596858639,0.49295774647887325,0.5639344262295082
9585,DIGITAL,SubCanal 2,Grupo C,FELIPA,5e21e8b98a81237f5d931b4a,923,0,0,923,0,0,462,462,0,0,461,461,,,0.49945828819068255,0.49945828819068255
9586,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e21ed40b0429a2198988820,30,0,0,30,0,0,15,15,0,0,15,15,,,0.5,0.5
9587,DIGITAL,SubCanal 2,Grupo B,INSIDE B,5e21f6fb3daa474aa727a84a,45,23,20,2,16,7,1,24,7,13,1,21,0.30434782608695654,0.65,0.5,0.4666666666666667
9588,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e21f94c8a81237f5d931ba0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9589,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e21f97f33339e7df87b3ee0,21,17,0,4,12,0,2,14,5,0,2,7,0.29411764705882354,,0.5,0.3333333333333333
9591,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e21fe6b069a994aa28c1a03,89,73,0,16,51,0,8,59,22,0,8,30,0.3013698630136986,,0.5,0.33707865168539325
9592,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e21ff9f55f7717f62a6e0c5,40,29,0,11,20,0,6,26,9,0,5,14,0.3103448275862069,,0.45454545454545453,0.35
9593,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e21ffd9b7e0390fd81479e8,8,3,0,5,2,0,2,4,1,0,3,4,0.3333333333333333,,0.6,0.5
9595,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e220e9e7bf36e4c18eb8000,34,9,0,25,6,0,12,18,3,0,13,16,0.3333333333333333,,0.52,0.47058823529411764
9596,DIGITAL,SubCanal 2,Grupo C,ANDREI,5e220fd61531a81a15c077c7,99,43,0,56,30,0,28,58,13,0,28,41,0.3023255813953488,,0.5,0.41414141414141414
9597,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e2233991531a81a15c0784d,14,1,0,13,1,0,6,7,0,0,7,7,0.0,,0.5384615384615384,0.5
9598,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e22342c8a81237f5d931c99,1,0,0,1,0,0,1,1,0,0,0,0,,,0.0,0.0
9599,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e22344887a1d95a8f221e5f,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9600,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e23232e33339e7df87b4066,12,3,0,9,2,0,4,6,1,0,5,6,0.3333333333333333,,0.5555555555555556,0.5
9602,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e232d5687a1d95a8f221f13,1,0,0,1,0,0,1,1,0,0,0,0,,,0.0,0.0
9603,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e237cf9b0429a2198988a1c,63,57,0,6,40,0,3,43,17,0,3,20,0.2982456140350877,,0.5,0.31746031746031744
9604,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e245ef8b0429a2198988a63,1,0,0,1,0,0,1,1,0,0,0,0,,,0.0,0.0
9605,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e259a4b1531a81a15c07a36,7,6,0,1,4,0,1,5,2,0,0,2,0.3333333333333333,,0.0,0.2857142857142857
9606,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e25ba093daa474aa727abf4,66,57,0,9,40,0,4,44,17,0,5,22,0.2982456140350877,,0.5555555555555556,0.3333333333333333
9608,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e25fed8f87b060fdd1ceb88,2,2,0,0,1,0,0,1,1,0,0,1,0.5,,,0.5
9609,DIGITAL,SubCanal 2,Grupo C,LUCCA ZADRA,5e260b93f87b060fdd1cebd6,143,23,59,61,16,21,30,67,7,38,31,76,0.30434782608695654,0.6440677966101694,0.5081967213114754,0.5314685314685315
9610,DIGITAL,SubCanal 2,Grupo D,NEIVA,5e2610268fd7f67dfdb7d5ac,263,218,0,45,152,0,22,174,66,0,23,89,0.30275229357798167,,0.5111111111111111,0.33840304182509506
9611,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e261108b0429a2198988e63,2,1,0,1,0,0,1,1,1,0,0,1,1.0,,0.0,0.5
9612,DIGITAL,SubCanal 2,Grupo A,AUTOCRED,5e2623177bf36e4c18eb85a7,143,17,0,126,12,0,63,75,5,0,63,68,0.29411764705882354,,0.5,0.4755244755244755
9613,DIGITAL,SubCanal 2,Grupo C,LUIS DROGHETTI,5e262ad97bf36e4c18eb85ba,70,0,70,0,0,24,0,24,0,46,0,46,,0.6571428571428571,,0.6571428571428571
